date,sezon,takim,elo
2025-04-26,2024-2025,Cihangir GSK,1621.3528697727406
2025-04-26,2024-2025,Gönyeli SK,1397.8316722359982
2025-04-26,2024-2025,Dumlupınar TSK,1448.8410946366441
2025-04-26,2024-2025,Alsancak Yeşilova SK,1539.0717448378377
2025-04-26,2024-2025,L. Gençler Birliği SK,1275.4413943316522
2025-04-26,2024-2025,Mağusa Türk Gücü,1830.4096892625994
2025-04-26,2024-2025,Lefke TSK,1551.5362610376417
2025-04-26,2024-2025,Çetinkaya TSK,1512.3438914348933
2025-04-26,2024-2025,Mesarya SK,1446.1500934278697
2025-04-27,2024-2025,Yalova SK,1329.0784341848052
2025-04-27,2024-2025,Lapta Türk Birliği SK,1306.3219727357834
2025-04-27,2024-2025,Küçük Kaymaklı TSK,1522.5502403314729
2025-04-27,2024-2025,Hamitköy ŞHSK,1377.0723727799034
2025-04-27,2024-2025,Kozanköy KSK,1496.1506556854201
2025-04-27,2024-2025,Geçitkale GSK,1425.5076343394458
2025-04-27,2024-2025,Maraş GSK,1303.2692585559766
2025-04-27,2024-2025,Vadili TÇBSK,1117.5655231047115
2025-04-27,2024-2025,Mormenekşe GBSK,1505.0261793967982
2025-04-27,2024-2025,Yeniboğaziçi DSK,1521.6623933332849
2025-04-27,2024-2025,Dipkarpaz SK,1241.517999563349
2025-04-27,2024-2025,Çanakkale TSK,994.0247561092284
2025-04-27,2024-2025,Düzkaya KOSK,1361.7555029113967
2025-04-27,2024-2025,M. Hacıali Yılmazköy SK,1382.6550588707375
2025-04-27,2024-2025,Türk Ocağı Limasol SK,1458.8754417307744
2025-04-27,2024-2025,Binatlı YSK,1502.8414436357416
2025-05-02,2024-2025,Yenicami AK,1369.4689621114
2025-05-02,2024-2025,Gönyeli SK,1440.1735711733766
2025-05-03,2024-2025,Esentepe KSKK,1492.8999761353816
2025-05-03,2024-2025,Doğan Türk Birliği,1781.8343387430057
2025-05-03,2024-2025,Karşıyaka SK,1412.7657749161815
2025-05-03,2024-2025,Gençlik Gücü TSK,1563.09175755442
2025-05-03,2024-2025,L. Gençler Birliği SK,1271.0638548997727
2025-05-03,2024-2025,Mağusa Türk Gücü,1834.787228694479
2025-05-03,2024-2025,Lefke TSK,1503.611768252303
2025-05-03,2024-2025,Çetinkaya TSK,1560.268384220232
2025-05-03,2024-2025,Göçmenköy İYSK,1468.6643975229906
2025-05-03,2024-2025,Alsancak Yeşilova SK,1576.8203828421151
2025-05-03,2024-2025,Cihangir GSK,1635.7188036061336
2025-05-03,2024-2025,Mesarya SK,1431.7841595944767
2025-05-04,2024-2025,Çanakkale TSK,982.3956944481636
2025-05-04,2024-2025,Düzkaya KOSK,1373.3845645724614
2025-05-04,2024-2025,Küçük Kaymaklı TSK,1535.752580709272
2025-05-04,2024-2025,Yalova SK,1315.876093807006
2025-05-04,2024-2025,M. Hacıali Yılmazköy SK,1354.0546226378126
2025-05-04,2024-2025,Türk Ocağı Limasol SK,1487.4758779636993
2025-05-04,2024-2025,Hamitköy ŞHSK,1360.813761636432
2025-05-04,2024-2025,Binatlı YSK,1519.100054779213
2025-05-04,2024-2025,Vadili TÇBSK,1107.0204115718896
2025-05-04,2024-2025,Mormenekşe GBSK,1515.57129092962
2025-05-04,2024-2025,Geçitkale GSK,1381.0721066848155
2025-05-04,2024-2025,Maraş GSK,1347.704786210607
2025-05-04,2024-2025,Lapta Türk Birliği SK,1293.466047553048
2025-05-04,2024-2025,Kozanköy KSK,1509.0065808681557
2025-05-04,2024-2025,Yeniboğaziçi DSK,1529.0832272126304
2025-05-04,2024-2025,Dipkarpaz SK,1234.0971656840034
2025-09-18,2025-2026,Doğan Türk Birliği,1696.6459934742772
2025-09-18,2025-2026,Çetinkaya TSK,1513.3647663075483
2025-09-19,2025-2026,Dumlupınar TSK,1458.3581334598546
2025-09-19,2025-2026,Yeniboğaziçi DSK,1478.5188254864984
2025-09-20,2025-2026,Karşıyaka SK,1391.29698389905
2025-09-20,2025-2026,Esentepe KSKK,1491.3860469490194
2025-09-20,2025-2026,Mormenekşe GBSK,1517.8934932845762
2025-09-20,2025-2026,Mağusa Türk Gücü,1698.3091139928952
2025-09-20,2025-2026,Gençlik Gücü TSK,1519.482665171089
2025-09-20,2025-2026,Küçük Kaymaklı TSK,1508.084306086077
2025-09-20,2025-2026,Binatlı YSK,1487.2317815233919
2025-09-20,2025-2026,Aslanköy GSD,1487.844866338443
2025-09-20,2025-2026,Kaplıca Karadeniz 61 SK,1451.4714896848773
2025-09-20,2025-2026,M. Hacıali Yılmazköy SK,1396.487750737574
2025-09-20,2025-2026,Kozanköy KSK,1503.7380667147634
2025-09-20,2025-2026,Geçitkale GSK,1367.2546665093619
2025-09-20,2025-2026,Türk Ocağı Limasol SK,1424.7627324357568
2025-09-20,2025-2026,Hamitköy ŞHSK,1414.8882148237385
2025-09-21,2025-2026,Cihangir GSK,1552.6827047398667
2025-09-21,2025-2026,Alsancak Yeşilova SK,1560.155402655717
2025-09-21,2025-2026,Lefke TSK,1493.0958005477296
2025-09-21,2025-2026,Mesarya SK,1411.884862896752
2025-09-21,2025-2026,Göçmenköy İYSK,1421.4519149548635
2025-09-21,2025-2026,Baf Ülkü Yurdu,1310.510992940958
2025-09-21,2025-2026,Düzkaya KOSK,1385.018594044125
2025-09-21,2025-2026,Değirmenlik SK,1495.6927774769656
2025-09-21,2025-2026,L. Gençler Birliği SK,1282.5407880550144
2025-09-21,2025-2026,Lapta Türk Birliği SK,1344.2903563439982
2025-09-21,2025-2026,Maraş GSK,1377.759064096688
2025-09-21,2025-2026,Yalova SK,1323.3603134759187
2025-09-22,2025-2026,Yenicami AK,1358.4173199289633
2025-09-22,2025-2026,Gönyeli SK,1452.2482975940163
2025-09-26,2025-2026,Çetinkaya TSK,1542.8236985006206
2025-09-26,2025-2026,Mormenekşe GBSK,1488.4345610915038
2025-09-27,2025-2026,Alsancak Yeşilova SK,1548.6053505962068
2025-09-27,2025-2026,Karşıyaka SK,1402.8470359585601
2025-09-27,2025-2026,Küçük Kaymaklı TSK,1488.7048520500027
2025-09-27,2025-2026,Doğan Türk Birliği,1716.0254475103516
2025-09-27,2025-2026,Esentepe KSKK,1468.0617229757374
2025-09-27,2025-2026,Lefke TSK,1516.4201245210115
2025-09-27,2025-2026,Değirmenlik SK,1491.8020711754523
2025-09-27,2025-2026,Binatlı YSK,1491.1224878249052
2025-09-27,2025-2026,M. Hacıali Yılmazköy SK,1419.8037809859434
2025-09-27,2025-2026,Maraş GSK,1354.4430338483187
2025-09-27,2025-2026,Geçitkale GSK,1348.6464457391005
2025-09-27,2025-2026,Kaplıca Karadeniz 61 SK,1470.0797104551386
2025-09-27,2025-2026,Baf Ülkü Yurdu,1313.6088371800056
2025-09-27,2025-2026,Türk Ocağı Limasol SK,1421.6648881967092
2025-09-28,2025-2026,Gönyeli SK,1415.5290166547136
2025-09-28,2025-2026,Gençlik Gücü TSK,1556.2019461103916
2025-09-28,2025-2026,Yeniboğaziçi DSK,1468.9899468101523
2025-09-28,2025-2026,Yenicami AK,1367.9461986053093
2025-09-28,2025-2026,Mesarya SK,1391.106594946485
2025-09-28,2025-2026,Dumlupınar TSK,1479.1364014101216
2025-09-28,2025-2026,Aslanköy GSD,1513.903011437183
2025-09-28,2025-2026,Göçmenköy İYSK,1395.3937698561233
2025-09-28,2025-2026,Lapta Türk Birliği SK,1363.1821208894353
2025-09-28,2025-2026,Düzkaya KOSK,1366.1268294986878
2025-09-28,2025-2026,Yalova SK,1317.7142686039736
2025-09-28,2025-2026,L. Gençler Birliği SK,1288.1868329269596
2025-09-28,2025-2026,Hamitköy ŞHSK,1387.3736016025703
2025-09-28,2025-2026,Kozanköy KSK,1531.2526799359316
2025-09-29,2025-2026,Mağusa Türk Gücü,1644.7164861637268
2025-09-29,2025-2026,Cihangir GSK,1606.275332569035
2025-10-03,2025-2026,Gençlik Gücü TSK,1580.199887701201
2025-10-03,2025-2026,Yeniboğaziçi DSK,1444.992005219343
2025-10-04,2025-2026,Yenicami AK,1399.2488928741939
2025-10-04,2025-2026,Mesarya SK,1359.8039006776005
2025-10-04,2025-2026,Dumlupınar TSK,1516.5248137465453
2025-10-04,2025-2026,Lefke TSK,1479.0317121845878
2025-10-04,2025-2026,Alsancak Yeşilova SK,1540.9292045826037
2025-10-04,2025-2026,Esentepe KSKK,1475.7378689893405
2025-10-04,2025-2026,Binatlı YSK,1481.2485668176082
2025-10-04,2025-2026,Lapta Türk Birliği SK,1373.0560418967323
2025-10-04,2025-2026,Düzkaya KOSK,1360.0810578662768
2025-10-04,2025-2026,Yalova SK,1323.7600402363846
2025-10-04,2025-2026,L. Gençler Birliği SK,1312.252022149155
2025-10-04,2025-2026,M. Hacıali Yılmazköy SK,1395.738591763748
2025-10-04,2025-2026,Aslanköy GSD,1501.209739594647
2025-10-04,2025-2026,Baf Ülkü Yurdu,1326.3021090225416
2025-10-05,2025-2026,Karşıyaka SK,1383.3608301390184
2025-10-05,2025-2026,Mağusa Türk Gücü,1664.2026919832686
2025-10-05,2025-2026,Cihangir GSK,1619.453588325504
2025-10-05,2025-2026,Çetinkaya TSK,1529.6454427441518
2025-10-05,2025-2026,Mormenekşe GBSK,1444.5504844142997
2025-10-05,2025-2026,Küçük Kaymaklı TSK,1532.5889287272068
2025-10-05,2025-2026,Göçmenköy İYSK,1368.5260581939945
2025-10-05,2025-2026,Değirmenlik SK,1518.6697828375811
2025-10-05,2025-2026,Maraş GSK,1350.7001164267626
2025-10-05,2025-2026,Geçitkale GSK,1352.3893631606566
2025-10-05,2025-2026,Kaplıca Karadeniz 61 SK,1442.2976736041526
2025-10-05,2025-2026,Hamitköy ŞHSK,1415.1556384535563
2025-10-05,2025-2026,Kozanköy KSK,1542.1983322719475
2025-10-05,2025-2026,Türk Ocağı Limasol SK,1410.7192358606933
2025-10-06,2025-2026,Doğan Türk Birliği,1723.832707047215
2025-10-06,2025-2026,Gönyeli SK,1407.72175711785
2025-10-10,2025-2026,Lefke TSK,1491.3929417194522
2025-10-10,2025-2026,Yenicami AK,1386.8876633393295
2025-10-11,2025-2026,Küçük Kaymaklı TSK,1514.1323082176198
2025-10-11,2025-2026,Cihangir GSK,1637.910208835091
2025-10-11,2025-2026,Mesarya SK,1338.4826589708193
2025-10-11,2025-2026,Gençlik Gücü TSK,1601.5211294079822
2025-10-11,2025-2026,Esentepe KSKK,1454.6330026396718
2025-10-11,2025-2026,Dumlupınar TSK,1537.629680096214
2025-10-11,2025-2026,Lapta Türk Birliği SK,1369.3835301831573
2025-10-11,2025-2026,Göçmenköy İYSK,1372.1985699075694
2025-10-11,2025-2026,M. Hacıali Yılmazköy SK,1390.3671454606513
2025-10-11,2025-2026,Düzkaya KOSK,1365.4525041693735
2025-10-11,2025-2026,Baf Ülkü Yurdu,1376.0313081645497
2025-10-11,2025-2026,Kozanköy KSK,1492.4691331299393
2025-10-11,2025-2026,Değirmenlik SK,1482.0900031908086
2025-10-11,2025-2026,Aslanköy GSD,1537.7895192414196
2025-10-12,2025-2026,Çetinkaya TSK,1518.9939141860216
2025-10-12,2025-2026,Karşıyaka SK,1394.0123586971486
2025-10-12,2025-2026,Gönyeli SK,1426.3898855145424
2025-10-12,2025-2026,Mormenekşe GBSK,1425.8823560176074
2025-10-12,2025-2026,Yeniboğaziçi DSK,1429.5208000735645
2025-10-12,2025-2026,Doğan Türk Birliği,1739.3039121929935
2025-10-12,2025-2026,Yalova SK,1349.2291451762183
2025-10-12,2025-2026,Binatlı YSK,1455.7794618777746
2025-10-12,2025-2026,Geçitkale GSK,1326.779478396302
2025-10-12,2025-2026,L. Gençler Birliği SK,1337.8619069135095
2025-10-12,2025-2026,Hamitköy ŞHSK,1428.2828793280191
2025-10-12,2025-2026,Maraş GSK,1337.5728755522998
2025-10-12,2025-2026,Türk Ocağı Limasol SK,1438.2705804918608
2025-10-12,2025-2026,Kaplıca Karadeniz 61 SK,1414.746328972985
2025-10-13,2025-2026,Mağusa Türk Gücü,1674.5332831474063
2025-10-13,2025-2026,Alsancak Yeşilova SK,1530.598613418466
2025-10-17,2025-2026,Doğan Türk Birliği,1741.9368229348538
2025-10-17,2025-2026,Mesarya SK,1335.849748228959
2025-10-17,2025-2026,Gençlik Gücü TSK,1617.9025359323552
2025-10-17,2025-2026,Lefke TSK,1475.0115351950792
2025-10-17,2025-2026,Yenicami AK,1391.9955761558297
2025-10-17,2025-2026,Dumlupınar TSK,1532.521767279714
2025-10-17,2025-2026,Binatlı YSK,1448.8581752264577
2025-10-17,2025-2026,M. Hacıali Yılmazköy SK,1397.2884321119682
2025-10-17,2025-2026,L. Gençler Birliği SK,1370.4819726580645
2025-10-17,2025-2026,Hamitköy ŞHSK,1395.6628135834642
2025-10-17,2025-2026,Değirmenlik SK,1427.9173299091572
2025-10-17,2025-2026,Baf Ülkü Yurdu,1430.2039814462012
2025-10-18,2025-2026,Karşıyaka SK,1365.0089956754712
2025-10-18,2025-2026,Küçük Kaymaklı TSK,1543.1356712392972
2025-10-18,2025-2026,Cihangir GSK,1650.9014892093633
2025-10-18,2025-2026,Gönyeli SK,1413.39860514027
2025-10-18,2025-2026,Mormenekşe GBSK,1442.6660876236956
2025-10-18,2025-2026,Yeniboğaziçi DSK,1412.7370684674763
2025-10-18,2025-2026,Alsancak Yeşilova SK,1488.4857152327677
2025-10-18,2025-2026,Çetinkaya TSK,1561.1068123717198
2025-10-18,2025-2026,Mağusa Türk Gücü,1661.1899690133223
2025-10-18,2025-2026,Esentepe KSKK,1467.9763167737558
2025-10-18,2025-2026,Göçmenköy İYSK,1387.5112320150424
2025-10-18,2025-2026,Yalova SK,1333.9164830687453
2025-10-18,2025-2026,Düzkaya KOSK,1392.5797558266986
2025-10-18,2025-2026,Geçitkale GSK,1299.6522267389769
2025-10-18,2025-2026,Maraş GSK,1339.9049671701696
2025-10-18,2025-2026,Türk Ocağı Limasol SK,1435.938488873991
2025-10-18,2025-2026,Kaplıca Karadeniz 61 SK,1395.765651631944
2025-10-18,2025-2026,Kozanköy KSK,1511.4498104709805
2025-10-18,2025-2026,Aslanköy GSD,1526.2568382851362
2025-10-18,2025-2026,Lapta Türk Birliği SK,1380.9162111394407
2025-10-24,2025-2026,Lefke TSK,1485.6894574075452
2025-10-24,2025-2026,Doğan Türk Birliği,1731.2589007223878
2025-10-25,2025-2026,Gönyeli SK,1407.3540339940826
2025-10-25,2025-2026,Karşıyaka SK,1371.0535668216587
2025-10-25,2025-2026,Esentepe KSKK,1460.5252612288755
2025-10-25,2025-2026,Yenicami AK,1399.44663170071
2025-10-25,2025-2026,Çetinkaya TSK,1583.4040015812027
2025-10-25,2025-2026,Mağusa Türk Gücü,1638.8927798038394
2025-10-25,2025-2026,Hamitköy ŞHSK,1372.0708462904565
2025-10-25,2025-2026,Düzkaya KOSK,1416.1717231197063
2025-10-25,2025-2026,Türk Ocağı Limasol SK,1429.0149626884163
2025-10-25,2025-2026,L. Gençler Birliği SK,1377.4054988436392
2025-10-25,2025-2026,Kozanköy KSK,1519.7971504887864
2025-10-25,2025-2026,Maraş GSK,1331.5576271523637
2025-10-25,2025-2026,Baf Ülkü Yurdu,1452.244584712845
2025-10-25,2025-2026,Kaplıca Karadeniz 61 SK,1373.7250483653002
2025-10-26,2025-2026,Yeniboğaziçi DSK,1396.9007502461195
2025-10-26,2025-2026,Cihangir GSK,1666.73780743072
2025-10-26,2025-2026,Mesarya SK,1309.8679059569986
2025-10-26,2025-2026,Mormenekşe GBSK,1468.647929895656
2025-10-26,2025-2026,Küçük Kaymaklı TSK,1563.5803417703287
2025-10-26,2025-2026,Alsancak Yeşilova SK,1468.0410447017362
2025-10-26,2025-2026,M. Hacıali Yılmazköy SK,1413.3248803605236
2025-10-26,2025-2026,Göçmenköy İYSK,1371.474783766487
2025-10-26,2025-2026,Geçitkale GSK,1324.6773910360898
2025-10-26,2025-2026,Binatlı YSK,1423.8330109293447
2025-10-26,2025-2026,Yalova SK,1311.6387786195007
2025-10-26,2025-2026,Aslanköy GSD,1548.5345427343807
2025-10-26,2025-2026,Lapta Türk Birliği SK,1409.7943209309012
2025-10-26,2025-2026,Değirmenlik SK,1399.0392201176967
2025-10-27,2025-2026,Dumlupınar TSK,1513.9802083409036
2025-10-27,2025-2026,Gençlik Gücü TSK,1636.4440948711656
2025-11-01,2025-2026,Cihangir GSK,1672.561518818987
2025-11-01,2025-2026,Mesarya SK,1304.0441945687317
2025-11-01,2025-2026,Mormenekşe GBSK,1466.1875666410328
2025-11-01,2025-2026,Lefke TSK,1488.1498206621684
2025-11-01,2025-2026,Alsancak Yeşilova SK,1461.360309759931
2025-11-01,2025-2026,Gönyeli SK,1414.0347689358878
2025-11-01,2025-2026,Çetinkaya TSK,1538.9260206712156
2025-11-01,2025-2026,Esentepe KSKK,1505.0032421388626
2025-11-01,2025-2026,Göçmenköy İYSK,1345.513610916254
2025-11-01,2025-2026,Geçitkale GSK,1350.6385638863228
2025-11-01,2025-2026,L. Gençler Birliği SK,1382.0613920785386
2025-11-01,2025-2026,Kozanköy KSK,1515.141257253887
2025-11-01,2025-2026,Maraş GSK,1374.2499702753355
2025-11-01,2025-2026,Kaplıca Karadeniz 61 SK,1331.0327052423283
2025-11-01,2025-2026,Aslanköy GSD,1568.160338109191
2025-11-01,2025-2026,M. Hacıali Yılmazköy SK,1393.6990849857134
2025-11-02,2025-2026,Karşıyaka SK,1402.6241160051713
2025-11-02,2025-2026,Yeniboğaziçi DSK,1365.3302010626069
2025-11-02,2025-2026,Gençlik Gücü TSK,1622.572434529917
2025-11-02,2025-2026,Yenicami AK,1413.3182920419586
2025-11-02,2025-2026,Mağusa Türk Gücü,1631.474879019092
2025-11-02,2025-2026,Küçük Kaymaklı TSK,1570.998242555076
2025-11-02,2025-2026,Binatlı YSK,1417.6125545702241
2025-11-02,2025-2026,Hamitköy ŞHSK,1378.2913026495771
2025-11-02,2025-2026,Düzkaya KOSK,1442.1247021942677
2025-11-02,2025-2026,Türk Ocağı Limasol SK,1403.0619836138549
2025-11-02,2025-2026,Değirmenlik SK,1391.029081349079
2025-11-02,2025-2026,Yalova SK,1319.6489173881184
2025-11-02,2025-2026,Lapta Türk Birliği SK,1373.027895965709
2025-11-02,2025-2026,Baf Ülkü Yurdu,1489.0110096780372
2025-11-03,2025-2026,Doğan Türk Birliği,1737.9997475179478
2025-11-03,2025-2026,Dumlupınar TSK,1507.2393615453436
2025-11-08,2025-2026,Mesarya SK,1277.3618281445663
2025-11-08,2025-2026,Karşıyaka SK,1429.3064824293367
2025-11-08,2025-2026,Yeniboğaziçi DSK,1347.3968576598359
2025-11-08,2025-2026,Alsancak Yeşilova SK,1479.293653162702
2025-11-08,2025-2026,Gönyeli SK,1402.524450855198
2025-11-08,2025-2026,Mağusa Türk Gücü,1642.9851970997818
2025-11-08,2025-2026,Küçük Kaymaklı TSK,1545.8188218537043
2025-11-08,2025-2026,Çetinkaya TSK,1564.1054413725874
2025-11-08,2025-2026,Türk Ocağı Limasol SK,1363.5094332039484
2025-11-08,2025-2026,Binatlı YSK,1457.1651049801305
2025-11-08,2025-2026,Kozanköy KSK,1527.8376159229178
2025-11-08,2025-2026,Düzkaya KOSK,1429.4283435252369
2025-11-08,2025-2026,Kaplıca Karadeniz 61 SK,1300.2582319132068
2025-11-08,2025-2026,L. Gençler Birliği SK,1412.83586540766
2025-11-08,2025-2026,Yalova SK,1319.2678268889451
2025-11-08,2025-2026,Lapta Türk Birliği SK,1373.4089864648822
2025-11-09,2025-2026,Lefke TSK,1475.0203548852846
2025-11-09,2025-2026,Cihangir GSK,1685.6909845958708
2025-11-09,2025-2026,Dumlupınar TSK,1532.3372534239018
2025-11-09,2025-2026,Mormenekşe GBSK,1441.0896747624747
2025-11-09,2025-2026,Yenicami AK,1426.1611815688163
2025-11-09,2025-2026,Doğan Türk Birliği,1725.15685799109
2025-11-09,2025-2026,Esentepe KSKK,1479.929166617157
2025-11-09,2025-2026,Gençlik Gücü TSK,1647.6465100516225
2025-11-09,2025-2026,Hamitköy ŞHSK,1334.1610498938064
2025-11-09,2025-2026,Göçmenköy İYSK,1389.6438636720247
2025-11-09,2025-2026,Baf Ülkü Yurdu,1437.7543724754769
2025-11-09,2025-2026,Maraş GSK,1425.5066074778958
2025-11-09,2025-2026,Geçitkale GSK,1333.3788670595065
2025-11-09,2025-2026,Aslanköy GSD,1585.4200349360071
2025-11-09,2025-2026,M. Hacıali Yılmazköy SK,1410.1301329518958
2025-11-09,2025-2026,Değirmenlik SK,1374.5980333828966
2025-11-14,2025-2026,Doğan Türk Birliği,1717.63009695822
2025-11-14,2025-2026,Gençlik Gücü TSK,1655.1732710844924
2025-11-15,2025-2026,Karşıyaka SK,1428.484569986422
2025-11-15,2025-2026,Lefke TSK,1475.8422673281993
2025-11-15,2025-2026,Cihangir GSK,1699.2811729984483
2025-11-15,2025-2026,Dumlupınar TSK,1518.7470650213243
2025-11-15,2025-2026,Mağusa Türk Gücü,1647.5597111684065
2025-11-15,2025-2026,Yeniboğaziçi DSK,1342.8223435912112
2025-11-15,2025-2026,Çetinkaya TSK,1532.8379741897343
2025-11-15,2025-2026,Gönyeli SK,1433.791918038051
2025-11-15,2025-2026,Göçmenköy İYSK,1416.140348964634
2025-11-15,2025-2026,Türk Ocağı Limasol SK,1337.012947911339
2025-11-15,2025-2026,L. Gençler Birliği SK,1390.1281030605037
2025-11-15,2025-2026,Maraş GSK,1448.2143698250522
2025-11-15,2025-2026,Lapta Türk Birliği SK,1352.0709496031568
2025-11-15,2025-2026,M. Hacıali Yılmazköy SK,1431.4681698136212
2025-11-15,2025-2026,Yalova SK,1294.2707928465748
2025-11-15,2025-2026,Baf Ülkü Yurdu,1462.7514065178473
2025-11-16,2025-2026,Mormenekşe GBSK,1404.7183009761707
2025-11-16,2025-2026,Yenicami AK,1462.5325553551204
2025-11-16,2025-2026,Alsancak Yeşilova SK,1486.5442509548132
2025-11-16,2025-2026,Mesarya SK,1270.111230352455
2025-11-16,2025-2026,Küçük Kaymaklı TSK,1505.400628533389
2025-11-16,2025-2026,Esentepe KSKK,1520.3473599374724
2025-11-16,2025-2026,Binatlı YSK,1437.7792709331318
2025-11-16,2025-2026,Kozanköy KSK,1547.2234499699166
2025-11-16,2025-2026,Düzkaya KOSK,1448.3145375530246
2025-11-16,2025-2026,Kaplıca Karadeniz 61 SK,1281.372037885419
2025-11-16,2025-2026,Aslanköy GSD,1571.134363368866
2025-11-16,2025-2026,Hamitköy ŞHSK,1348.4467214609476
2025-11-16,2025-2026,Değirmenlik SK,1396.097218709972
2025-11-16,2025-2026,Geçitkale GSK,1311.8796817324312
2025-11-22,2025-2026,Dumlupınar TSK,1542.4510520377942
2025-11-22,2025-2026,Karşıyaka SK,1404.780582969952
2025-11-22,2025-2026,Gençlik Gücü TSK,1663.7788238891626
2025-11-22,2025-2026,Mormenekşe GBSK,1396.1127481715005
2025-11-22,2025-2026,Lefke TSK,1453.0233379580534
2025-11-22,2025-2026,Alsancak Yeşilova SK,1509.363180324959
2025-11-22,2025-2026,Mesarya SK,1284.569204594075
2025-11-22,2025-2026,Mağusa Türk Gücü,1633.1017369267865
2025-11-22,2025-2026,Kozanköy KSK,1562.2082624126656
2025-11-22,2025-2026,Göçmenköy İYSK,1401.155536521885
2025-11-22,2025-2026,Hamitköy ŞHSK,1317.3808285307161
2025-11-22,2025-2026,Değirmenlik SK,1427.1631116402034
2025-11-22,2025-2026,Geçitkale GSK,1290.740633382607
2025-11-22,2025-2026,Lapta Türk Birliği SK,1373.209997952981
2025-11-22,2025-2026,M. Hacıali Yılmazköy SK,1421.1965785379962
2025-11-22,2025-2026,Yalova SK,1304.5423841221998
2025-11-23,2025-2026,Yenicami AK,1443.9458035860864
2025-11-23,2025-2026,Cihangir GSK,1717.8679247674822
2025-11-23,2025-2026,Esentepe KSKK,1527.8628715491495
2025-11-23,2025-2026,Doğan Türk Birliği,1710.114585346543
2025-11-23,2025-2026,Yeniboğaziçi DSK,1349.9758050576593
2025-11-23,2025-2026,Çetinkaya TSK,1525.6845127232862
2025-11-23,2025-2026,Gönyeli SK,1434.459920564195
2025-11-23,2025-2026,Küçük Kaymaklı TSK,1504.732626007245
2025-11-23,2025-2026,Kaplıca Karadeniz 61 SK,1306.7835041856767
2025-11-23,2025-2026,Binatlı YSK,1412.3678046328741
2025-11-23,2025-2026,Maraş GSK,1424.8000204700809
2025-11-23,2025-2026,Düzkaya KOSK,1471.728886907996
2025-11-23,2025-2026,Baf Ülkü Yurdu,1415.0043807584582
2025-11-23,2025-2026,L. Gençler Birliği SK,1437.8751288198928
2025-11-23,2025-2026,Türk Ocağı Limasol SK,1366.2735538773304
2025-11-23,2025-2026,Aslanköy GSD,1541.8737574028746
2025-11-29,2025-2026,Karşıyaka SK,1423.5826722423717
2025-11-29,2025-2026,Yenicami AK,1425.1437143136668
2025-11-29,2025-2026,Cihangir GSK,1711.5267301051529
2025-11-29,2025-2026,Gençlik Gücü TSK,1670.120018551492
2025-11-29,2025-2026,Mormenekşe GBSK,1384.8244449926287
2025-11-29,2025-2026,Doğan Türk Birliği,1721.4028885254147
2025-11-29,2025-2026,Çetinkaya TSK,1511.6908497075756
2025-11-29,2025-2026,Mesarya SK,1298.5628676097856
2025-11-29,2025-2026,Binatlı YSK,1438.2859445075371
2025-11-29,2025-2026,Maraş GSK,1398.881880595418
2025-11-29,2025-2026,Düzkaya KOSK,1466.45391830679
2025-11-29,2025-2026,L. Gençler Birliği SK,1443.1500974210987
2025-11-29,2025-2026,Aslanköy GSD,1559.6002968097382
2025-11-29,2025-2026,Kozanköy KSK,1544.481723005802
2025-11-29,2025-2026,M. Hacıali Yılmazköy SK,1385.5492461522092
2025-11-29,2025-2026,Baf Ülkü Yurdu,1450.6517131442452
2025-11-30,2025-2026,Alsancak Yeşilova SK,1537.0440367646645
2025-11-30,2025-2026,Dumlupınar TSK,1514.7701955980888
2025-11-30,2025-2026,Mağusa Türk Gücü,1647.1498692794967
2025-11-30,2025-2026,Lefke TSK,1438.9752056053433
2025-11-30,2025-2026,Küçük Kaymaklı TSK,1493.736274392751
2025-11-30,2025-2026,Yeniboğaziçi DSK,1360.9721566721532
2025-11-30,2025-2026,Gönyeli SK,1436.3768464662664
2025-11-30,2025-2026,Esentepe KSKK,1525.9459456470781
2025-11-30,2025-2026,Göçmenköy İYSK,1372.8111850658504
2025-11-30,2025-2026,Kaplıca Karadeniz 61 SK,1335.1278556417114
2025-11-30,2025-2026,Değirmenlik SK,1400.4720201491223
2025-11-30,2025-2026,Türk Ocağı Limasol SK,1392.9646453684115
2025-11-30,2025-2026,Lapta Türk Birliği SK,1393.5632758744327
2025-11-30,2025-2026,Hamitköy ŞHSK,1297.0275506092644
2025-11-30,2025-2026,Yalova SK,1300.356779050852
2025-11-30,2025-2026,Geçitkale GSK,1294.9262384539547
2025-12-05,2025-2026,Doğan Türk Birliği,1717.4338643103438
2025-12-05,2025-2026,Cihangir GSK,1715.4957543202238
2025-12-06,2025-2026,Esentepe KSKK,1545.072077574675
2025-12-06,2025-2026,Mormenekşe GBSK,1365.698313065032
2025-12-06,2025-2026,Yenicami AK,1448.1093109564624
2025-12-06,2025-2026,Alsancak Yeşilova SK,1514.0784401218689
2025-12-06,2025-2026,Mesarya SK,1279.6793637622025
2025-12-06,2025-2026,Küçük Kaymaklı TSK,1512.6197782403342
2025-12-06,2025-2026,Maraş GSK,1414.0261817979547
2025-12-06,2025-2026,Göçmenköy İYSK,1357.6668838633136
2025-12-06,2025-2026,L. Gençler Birliği SK,1473.7292921691496
2025-12-06,2025-2026,Binatlı YSK,1407.7067497594862
2025-12-06,2025-2026,Kozanköy KSK,1513.92433212819
2025-12-06,2025-2026,Değirmenlik SK,1431.0294110267344
